Species_Name,# papers PCR pos,# papers PCR neg (whether seropos or seroneg),# papers isolated,tiplabel,gen,fam,Notes regarding IUCN status,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,,Rodents,superres,Flag,Zdiv,MSW05_Order,MSW05_Genus,MSW05_Species,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,References,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,WOS_HITS,Production,postnatGR,RelAgeSexMat,RelAgeBirth,logNeoBM,Abrocomidae,Anomaluridae,Aplodontiidae,Bathyergidae,Calomyscidae,Capromyidae,Castoridae,Caviidae,Chinchillidae,Cricetidae,Ctenodactylidae,Ctenomyidae,Cuniculidae,Dasyproctidae,Dinomyidae,Dipodidae,Echimyidae,Erethizontidae,Geomyidae,Gliridae,Heptaxodontidae,Heteromyidae,Hystricidae,Muridae,Myocastoridae,Nesomyidae,Octodontidae,Pedetidae,Petromuridae,Platacanthomyidae,Sciuridae,Spalacidae,Thryonomyidae,MammRich,SpeciesDensity
Onychomys_arenicola,,,,Onychomys_arenicola_CRICETIDAE_RODENTIA,Onychomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Onychomys_arenicola,4,0,sampled,PC12_Cricetidae,1396,Onychomys_arenicola,0,0,0,Rodentia,Onychomys,arenicola,NA,3.401197382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,13.56940584,38,21.9,29.95,-99.63,-109.01,-104.32,0,2.846071499,0,0.1,27.86,153.5,458.16,1137.06,1.791759469,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,-3.554661587
Onychomys_leucogaster,,2,,Onychomys_leucogaster_CRICETIDAE_RODENTIA,Onychomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Onychomys_leucogaster,7,0,sampled,PC12_Cricetidae,1397,Onychomys_leucogaster,0,0,0,Rodentia,Onychomys,leucogaster,1,3.329343278,103.46,19.25,156.33,NA,NA,4,NA,3.454106037,2,0.02,-3.912023005,31.5,3.84,3.8,60,NA,NA,NA,4.67944243,NA,6,1,2,22.82,13.1,NA,377;543;786;881;1215;1297;1382;1923;2294;2621;2655;2776,NA,NA,NA,NA,15.14977444,53.17,23.24,38.2,-93.98,-122.39,-108.18,0,2.271094426,0,0.05,34.14,93.41,470.15,863.03,4.718498871,0.835470703,5.695652174,0.059838889,0.08685,0.361727836,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,-4.035395398
Onychomys_torridus,,,,Onychomys_torridus_CRICETIDAE_RODENTIA,Onychomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Onychomys_torridus,4,0,sampled,PC12_Cricetidae,1398,Onychomys_torridus,0,0,0,Rodentia,Onychomys,torridus,1,3.076390177,94.8,15.5,121.66,29.6,19.1,1,NA,3.345332249,2,0.01,-4.605170186,29.7,3.3,2.5,55.2,NA,5.066070001,NA,4.02570877,2,NA,1,3,19.86,9.19,NA,377;543;730;808;1012;1215;1297;1573;1577;1822;1849;1922;2473;2655;2810,NA,NA,NA,NA,13.55370311,42.14,24.97,33.55,-107.74,-120.74,-114.24,0,3.395514599,0,0.15,22.33,149.35,341.39,1135.77,3.63758616,0.543710182,3.944206009,0.033828502,0.073466184,0.367355921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,-3.495363364
Oreoryzomys_balneator,,,,Oreoryzomys_balneator_CRICETIDAE_RODENTIA,Oreoryzomys,CRICETIDAE,used to be Oryzomys balneator,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,1414,Oryzomys_balneator,0,0,0,Rodentia,Oryzomys,balneator,NA,4.102643365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,10.77967145,0.12,-4.87,-2.37,-77.81,-79.58,-78.69,2,3.933980173,4,0.1,158.46,159.44,1169.4,1395.81,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Oryzomys_alfaroi,,1,,,,,,,,,,,,,,1411,Oryzomys_alfaroi,0,0,0,Rodentia,Oryzomys,alfaroi,NA,3.505557397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;2655,NA,NA,NA,NA,13.64902068,23.32,-3.31,10,-71.78,-100.11,-85.94,2,4.292648824,6,0.11,138.13,216.21,1285.69,1580.72,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Oryzomys_antillarum,,,,Oryzomys_antillarum_CRICETIDAE_RODENTIA,Oryzomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,0,1,imputed,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryzomys_chapmani,,,,,,,,,,,,,,,,1417,Oryzomys_chapmani,0,0,0,Rodentia,Oryzomys,chapmani,NA,3.911822985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.85209185,23.32,15.79,19.55,-94.98,-100.11,-97.54,9,4.263243099,12,0.07,97.38,211.1,1019.41,1535.16,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Oryzomys_couesi,1,1,1,Oryzomys_couesi_CRICETIDAE_RODENTIA,Oryzomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oryzomys_couesi,6,0,sampled,PC12_Cricetidae,1418,Oryzomys_couesi,0,0,0,Rodentia,Oryzomys,couesi,NA,4.238300596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,NA,NA,NA,5.399925852,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;2655;2926,NA,NA,NA,NA,14.14916605,28.55,7.19,17.87,-78.39,-111.38,-94.88,2,4.223177434,4,0.12,119.09,226.58,1085.21,1546.18,2.995732274,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,-3.372583034
Oryzomys_curasoae,,,,Oryzomys_curasoae_CRICETIDAE_RODENTIA,Oryzomys,CRICETIDAE,synonym for O. gorgasi,RODENTIA,Mouse-related,Euarchontoglires,Oryzomys_curasoae,0,0,imputed,PC12_Cricetidae,1419,Oryzomys_curasoae,0,0,0,Rodentia,Oryzomys,curasoae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Oryzomys_dimidiatus,,,,Oryzomys_dimidiatus_CRICETIDAE_RODENTIA,Oryzomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oryzomys_dimidiatus,0,0,imputed,PC12_Cricetidae,1421,Oryzomys_dimidiatus,0,0,0,Rodentia,Oryzomys,dimidiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.934638814,12.1,11.61,11.85,-83.83,-84.41,-84.12,6,2.564949357,6,0.06,295.75,250.99,1482.52,1922.24,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-1.363184483
Oryzomys_gorgasi,,,,Oryzomys_gorgasi_CRICETIDAE_RODENTIA,Oryzomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oryzomys_gorgasi,0,0,imputed,PC12_Cricetidae,1424,Oryzomys_gorgasi,0,0,0,Rodentia,Oryzomys,gorgasi,NA,4.102643365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,8.222679839,8.12,7.4,7.76,-76.64,-77.34,-76.99,4,2.926382195,4,0.08,232.87,254.83,1552.66,1653.11,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,-1.27439929
Oryzomys_nelsoni,,,,Oryzomys_nelsoni_CRICETIDAE_RODENTIA,Oryzomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oryzomys_nelsoni,0,1,imputed,PC12_Cricetidae,1437,Oryzomys_nelsoni,0,0,0,Rodentia,Oryzomys,nelsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.386294361,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Oryzomys_palustris,2,1,1,Oryzomys_palustris_CRICETIDAE_RODENTIA,Oryzomys,CRICETIDAE,aka O. texensis,RODENTIA,Mouse-related,Euarchontoglires,Oryzomys_palustris,8,0,sampled,PC12_Cricetidae,1439,Oryzomys_palustris,0,1,1,Rodentia,Oryzomys,palustris,1,3.97518558,133.5,8.75,NA,NA,NA,5,NA,3.208421367,2,0.00278,-5.899797359,NA,4.08,NA,28.5,NA,6.282042423,NA,3.910421724,NA,16,1,2,11.44,21.99,NA,291;533;730;899;1235;1297;1577;1849;2118;2655;2774;3065,NA,NA,NA,NA,14.22845336,41.28,24.94,33.11,-73.97,-98.46,-86.22,0,4.273048472,5,0.06,98.3,174.01,970.45,1094.88,4.744932128,0.96684692,6.300859599,0.058385965,NA,0.542825427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,-4.078968237
Oryzomys_rhabdops,,,,,,,,,,,,,,,,1442,Oryzomys_rhabdops,0,0,0,Rodentia,Oryzomys,rhabdops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.78561718,17.06,13.85,15.46,-90.34,-93.3,-91.82,17,4.743452774,22,0.09,113.17,209.98,1327.39,1704,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Oryzomys_rostratus,,,,,,,,,,,,,,,,1443,Oryzomys_rostratus,0,0,0,Rodentia,Oryzomys,rostratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.84656803,24.37,13.14,18.76,-86.73,-99.84,-93.28,3,4.080414657,4,0.14,111.6,244.37,1193.65,1560.35,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Oryzomys_saturatior,,,,,,,,,,,,,,,,1445,Oryzomys_saturatior,0,0,0,Rodentia,Oryzomys,saturatior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.75342041,17.88,13.14,15.51,-86.53,-92.79,-89.66,10,4.666923582,17,0.12,132.74,221.17,1312.18,1630.11,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Osgoodomys_banderanus,,3,,Osgoodomys_banderanus_CRICETIDAE_RODENTIA,Osgoodomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Osgoodomys_banderanus,3,0,sampled,PC12_Cricetidae,1453,Osgoodomys_banderanus,0,0,0,Rodentia,Osgoodomys,banderanus,NA,3.911822985,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.68,NA,NA,NA,6.222854007,NA,NA,NA,NA,2,NA,NA,NA,NA,568;730;1297;2655,NA,NA,NA,NA,12.1048947,22.18,16.26,19.22,-98,-105.7,-101.85,7,4.190866129,9,0.08,91.63,211.32,847.86,1570.95,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,-2.969287244
Otonyctomys_hatti,,,,Otonyctomys_hatti_CRICETIDAE_RODENTIA,Otonyctomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Otonyctomys_hatti,1,0,sampled,PC12_Cricetidae,1473,Otonyctomys_hatti,0,0,0,Rodentia,Otonyctomys,hatti,NA,3.589059119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.62531844,21.19,17,19.09,-87.12,-90.4,-88.76,3,3.058707073,3,0.25,97.1,254.04,1243.41,1568.32,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,-2.951901638
Ototylomys_phyllotis,,,,Ototylomys_phyllotis_CRICETIDAE_RODENTIA,Ototylomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Ototylomys_phyllotis,8,0,sampled,PC12_Cricetidae,1474,Ototylomys_phyllotis,0,1,1,Rodentia,Ototylomys,phyllotis,1,4.465218226,152.54,6,NA,NA,NA,3,NA,3.965374181,3,NA,NA,NA,2.2,NA,NA,69.6,NA,NA,3.338612506,1,4,2,1,67.72,NA,NA,905;1297;1319;1750;1751;2655,NA,NA,NA,NA,13.12793077,21.6,9.3,15.45,-83.28,-99.88,-91.58,2,4.020698022,4,0.18,146.59,234.26,1283.36,1624.96,2.397895273,NA,NA,NA,NA,1.008174184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,-3.214249517
Oxymycterus_akodontius,,,,Oxymycterus_akodontius_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,synonym for O. paramensis,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_akodontius,0,0,imputed,PC12_Cricetidae,1475,Oxymycterus_akodontius,0,0,0,Rodentia,Oxymycterus,akodontius,NA,4.219360636,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,890;2655,NA,NA,NA,NA,10.37400418,-21.82,-24.75,-23.29,-64.64,-66.55,-65.59,0,2.80819715,1,0.09,44.37,44.86,604.28,1331.31,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-2.591558916
Oxymycterus_amazonicus,,,,Oxymycterus_amazonicus_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_amazonicus,1,0,sampled,PC12_Cricetidae,1476,Oxymycterus_amazonicus,0,0,0,Rodentia,Oxymycterus,amazonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,NA
Oxymycterus_angularis,,,,Oxymycterus_angularis_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_angularis,0,0,imputed,PC12_Cricetidae,1477,Oxymycterus_angularis,0,0,0,Rodentia,Oxymycterus,angularis,NA,4.219360636,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,890;2655,NA,NA,NA,NA,13.03682545,-2.36,-10.48,-6.42,-34.79,-44.05,-39.42,3,4.367293635,8,0.06,105.47,250.56,927.16,1505.17,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,-3.421272104
Oxymycterus_caparoae,,,,Oxymycterus_caparoae_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_caparoae,0,0,imputed,PC12_Cricetidae,1478,Oxymycterus_caparoae,0,0,0,Rodentia,Oxymycterus,caparoae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,NA
Oxymycterus_dasytrichus,,,,Oxymycterus_dasytrichus_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_dasytrichus,1,0,sampled,PC12_Cricetidae,1479,Oxymycterus_dasytrichus,0,0,0,Rodentia,Oxymycterus,dasytrichus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,NA
Oxymycterus_delator,,2,,Oxymycterus_delator_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_delator,2,0,sampled,PC12_Cricetidae,1480,Oxymycterus_delator,0,0,0,Rodentia,Oxymycterus,delator,NA,4.400480313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,10.52752659,-24.01,-26,-25.01,-54.51,-58.19,-56.35,1,3.766303351,2,0.13,125.73,217.27,1273.38,1278.19,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,-2.273193628
Oxymycterus_hiska,,,,Oxymycterus_hiska_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_hiska,4,0,sampled,PC12_Cricetidae,1481,Oxymycterus_hiska,0,0,0,Rodentia,Oxymycterus,hiska,NA,4.219360636,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,890;2655,NA,NA,NA,NA,9.003885536,-14.45,-15.29,-14.87,-69.32,-70.47,-69.9,4,2.969388298,4,0.05,192.53,12.43,1104.14,1316.75,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,-1.531939903
Oxymycterus_hispidus,1,1,,Oxymycterus_hispidus_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,aka O. judex and O. misionalis (ITIS),RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_hispidus,0,0,imputed,PC12_Cricetidae,1482,Oxymycterus_hispidus,0,1,1,Rodentia,Oxymycterus,hispidus,NA,3.604138226,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,890;2655,NA,NA,NA,NA,13.69971323,-11.74,-29.62,-20.68,-37.98,-55.93,-46.96,5,4.719569726,11,0.06,127.53,200.11,1207.71,1356.95,1.386294361,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,-3.5231986
Oxymycterus_hucucha,,,,Oxymycterus_hucucha_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_hucucha,0,0,imputed,PC12_Cricetidae,1483,Oxymycterus_hucucha,0,0,0,Rodentia,Oxymycterus,hucucha,NA,4.219360636,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,890;2655,NA,NA,NA,NA,8.879672855,-17.21,-18.01,-17.61,-64.11,-65.14,-64.63,5,2.047692843,5,0.06,75.25,165.53,1043.99,1448.09,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,-1.644205318
Oxymycterus_inca,,,,Oxymycterus_inca_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_inca,0,0,imputed,PC12_Cricetidae,1484,Oxymycterus_inca,0,0,0,Rodentia,Oxymycterus,inca,NA,3.555062306,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,890;2655,NA,NA,NA,NA,13.04646002,-10.74,-18.1,-14.42,-60.74,-75.3,-68.02,0,2.227861547,1,0.16,135.31,208.26,1245.46,1480.6,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,-3.096631685
Oxymycterus_josei,,,,Oxymycterus_josei_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_josei,1,0,sampled,PC12_Cricetidae,1485,Oxymycterus_josei,0,0,0,Rodentia,Oxymycterus,josei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,NA
Oxymycterus_nasutus,1,,,Oxymycterus_nasutus_CRICETIDAE_RODENTIA,Oxymycterus,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Oxymycterus_nasutus,6,0,sampled,PC12_Cricetidae,1486,Oxymycterus_nasutus,0,1,1,Rodentia,Oxymycterus,nasutus,NA,4.219360636,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,890;2655,NA,NA,NA,NA,13.33804908,-23.22,-34.37,-28.79,-48.39,-57.78,-53.09,3,3.651437159,6,0.04,126.03,178.57,1109.07,1181.33,2.397895273,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,-3.502606502
